Age,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Customer ID,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Campaign ID,Response
48,12.000000,0,0.000000,0,0,48,5,1,103097,4,7,"F","M",15,9,42,47,41576.000000,2,0
43,12.000000,4,12.799980,100,3,43,10,1,104017,1,11,"F","M",15,9,42,47,41576.000000,2,0
43,24.000000,0,0.000000,0,0,43,18,1,88614,4,11,"F","M",15,9,42,47,41576.000000,2,0
45,48.000000,0,0.000000,0,0,45,37,1,92335,4,11,"F","M",15,9,42,47,41576.000000,2,0
45,48.000000,0,0.000000,0,0,45,37,1,92335,4,11,"F","M",15,9,42,47,41576.000000,3,0
43,24.000000,4,7.385667,119,1,43,12,1,106885,6,8,"F","M",15,9,42,47,41576.000000,2,0
43,24.000000,4,7.385667,119,1,43,12,1,106885,6,8,"F","M",15,9,42,47,41576.000000,4,0
44,48.000000,0,0.000000,0,0,44,36,1,98201,5,9,"F","M",15,9,42,47,41576.000000,2,0
45,48.000000,0,0.000000,0,0,45,38,1,86169,4,7,"F","M",15,9,42,47,41576.000000,2,0
40,24.000000,3,10.963323,30,1,40,18,1,86953,3,9,"F","M",15,9,42,47,41576.000000,2,0
46,36.000000,0,0.000000,0,0,46,34,1,83995,5,9,"F","M",15,9,42,47,41576.000000,2,0
44,48.000000,3,8.905667,239,1,44,36,1,90788,1,11,"F","M",15,9,42,47,41576.000000,3,0
44,48.000000,3,8.905667,239,1,44,36,1,90788,1,11,"F","M",15,9,42,47,41576.000000,2,0
46,12.000000,0,0.000000,0,0,46,5,1,98422,3,11,"F","M",15,9,42,47,41576.000000,2,0
46,12.000000,0,0.000000,0,0,46,7,1,80296,5,7,"F","M",15,9,42,47,41576.000000,2,0
43,24.000000,4,11.049137,483,4,43,22,1,63814,5,8,"F","M",15,9,42,47,41576.000000,4,0
40,12.000000,0,0.000000,0,0,40,11,1,77704,6,11,"F","M",15,9,42,47,41576.000000,2,0
40,12.000000,0,0.000000,0,0,40,11,1,77704,6,11,"F","M",15,9,42,47,41576.000000,3,0
45,36.000000,0,0.000000,0,0,45,31,1,79974,4,8,"F","M",15,9,42,47,41576.000000,3,0
45,24.000000,2,12.408323,175,2,45,12,1,65618,6,9,"F","M",15,9,42,47,41576.000000,4,0
43,48.000000,0,0.000000,0,0,43,39,1,66304,2,11,"F","M",15,9,42,47,41576.000000,2,0
41,0.000000,0,0.000000,0,0,41,-3,1,73668,4,9,"F","M",15,9,42,47,41576.000000,3,0
45,36.000000,0,0.000000,0,0,45,24,1,73854,3,10,"F","M",15,9,42,47,41576.000000,2,0
44,48.000000,5,9.236597,70,3,44,36,1,74876,4,6,"F","M",15,9,42,47,41576.000000,2,0
42,36.000000,0,0.000000,0,0,42,27,1,60978,2,7,"F","M",15,9,42,47,41576.000000,2,0
40,12.000000,26,15.672127,406,9,40,10,1,53200,6,10,"F","M",15,9,42,47,41576.000000,2,0
48,0.000000,1,0.000000,0,0,48,-6,1,57395,6,11,"F","M",15,9,42,47,41576.000000,3,0
48,0.000000,1,0.000000,0,0,48,-6,1,57395,6,11,"F","M",15,9,42,47,41576.000000,2,0
44,0.000000,0,0.000000,0,0,44,-6,1,64404,4,10,"F","M",15,9,42,47,41576.000000,2,0
41,24.000000,2,7.260667,94,1,41,12,1,62188,1,10,"F","M",15,9,42,47,41576.000000,3,0
45,24.000000,32,18.134253,701,11,45,13,1,52124,6,0,"F","M",15,9,42,47,41576.000000,4,1
40,36.000000,0,0.000000,0,0,40,35,1,56451,1,10,"F","M",15,9,42,47,41576.000000,2,0
46,0.000000,0,0.000000,0,0,46,-6,1,53494,4,9,"F","M",15,9,42,47,41576.000000,2,0
43,12.000000,0,0.000000,0,0,43,10,1,42411,4,0,"F","M",15,9,42,47,41576.000000,3,0
43,12.000000,0,0.000000,0,0,43,10,1,42411,4,0,"F","M",15,9,42,47,41576.000000,2,0
43,36.000000,4,8.273990,74,2,43,27,1,49440,4,9,"F","M",15,9,42,47,41576.000000,2,0
42,36.000000,0,0.000000,0,0,42,27,1,46162,5,8,"F","M",15,9,42,47,41576.000000,2,0
43,36.000000,0,0.000000,0,0,43,28,1,52914,1,9,"F","M",15,9,42,47,41576.000000,2,0
44,12.000000,0,0.000000,0,0,44,10,1,53257,5,7,"F","M",15,9,42,47,41576.000000,2,0
41,24.000000,2,7.260667,94,1,41,12,1,62188,1,10,"F","M",15,9,42,47,41576.000000,1,0
44,0.000000,7,0.000000,0,0,44,-3,1,44895,5,9,"F","M",15,9,42,47,41576.000000,2,0
42,24.000000,2,11.930823,98,2,42,12,1,48568,2,10,"F","M",15,9,42,47,41576.000000,4,0
48,12.000000,4,9.785647,419,3,48,8,1,48383,3,11,"F","M",15,9,42,47,41576.000000,2,0
48,12.000000,4,9.785647,419,3,48,8,1,48383,3,11,"F","M",15,9,42,47,41576.000000,3,0
47,36.000000,0,0.000000,0,0,47,28,1,46238,2,11,"F","M",15,9,42,47,41576.000000,2,0
47,36.000000,0,0.000000,0,0,47,28,1,46238,2,11,"F","M",15,9,42,47,41576.000000,3,0
43,12.000000,3,11.069000,69,1,43,9,1,31159,3,10,"F","M",15,9,42,47,41576.000000,2,0
38,0.000000,0,0.000000,0,0,38,-3,0,9168,4,11,"F","U",6,14,44,40,56458.000000,3,0
38,36.000000,29,31.134104,901,24,38,29,0,133032,4,9,"F","U",6,14,44,40,56458.000000,4,0
36,0.000000,0,0.000000,0,0,36,-6,0,136979,4,9,"F","U",6,14,44,40,56458.000000,2,0
34,24.000000,5,11.593000,293,2,34,19,0,137414,4,9,"F","U",6,14,44,40,56458.000000,2,0
36,24.000000,1,8.775667,109,1,36,21,0,121955,6,8,"F","U",6,14,44,40,56458.000000,2,0
32,36.000000,0,0.000000,0,0,32,29,0,122770,5,11,"F","U",6,14,44,40,56458.000000,2,0
36,0.000000,0,0.000000,0,0,36,-3,0,123099,5,11,"F","U",6,14,44,40,56458.000000,3,0
35,12.000000,0,0.000000,0,0,35,6,0,123118,5,11,"F","U",6,14,44,40,56458.000000,2,0
34,36.000000,3,8.859990,60,1,34,29,0,122573,2,10,"F","U",6,14,44,40,56458.000000,4,0
37,24.000000,0,0.000000,0,0,37,18,0,104893,4,11,"F","U",6,14,44,40,56458.000000,2,0
36,36.000000,3,13.783990,284,2,36,28,0,118080,3,9,"F","U",6,14,44,40,56458.000000,2,0
35,36.000000,2,8.882323,149,2,35,33,0,118222,5,0,"F","U",6,14,44,40,56458.000000,2,0
38,0.000000,1,0.000000,0,0,38,-6,0,118805,2,10,"F","U",6,14,44,40,56458.000000,3,0
38,0.000000,1,0.000000,0,0,38,-6,0,118805,2,10,"F","U",6,14,44,40,56458.000000,2,0
33,48.000000,0,0.000000,0,0,33,38,0,102041,2,8,"F","U",6,14,44,40,56458.000000,2,0
36,36.000000,0,0.000000,0,0,36,34,0,108932,5,9,"F","U",6,14,44,40,56458.000000,2,0
34,24.000000,0,0.000000,0,0,34,20,0,103510,5,10,"F","U",6,14,44,40,56458.000000,3,0
33,36.000000,0,0.000000,0,0,33,34,0,100260,4,9,"F","U",6,14,44,40,56458.000000,3,0
38,24.000000,4,10.318000,118,2,38,22,0,99753,3,10,"F","U",6,14,44,40,56458.000000,1,0
38,24.000000,4,10.318000,118,2,38,22,0,99753,3,10,"F","U",6,14,44,40,56458.000000,3,0
38,48.000000,0,0.000000,0,0,38,36,0,99227,4,0,"F","U",6,14,44,40,56458.000000,3,0
38,48.000000,0,0.000000,0,0,38,36,0,99227,4,0,"F","U",6,14,44,40,56458.000000,2,0
32,0.000000,1,0.000000,0,0,32,-4,0,99662,1,9,"F","U",6,14,44,40,56458.000000,2,0
35,0.000000,0,0.000000,0,0,35,-7,0,95535,6,7,"F","U",6,14,44,40,56458.000000,2,0
35,0.000000,0,0.000000,0,0,35,-7,0,95535,6,7,"F","U",6,14,44,40,56458.000000,3,0
34,0.000000,0,0.000000,0,0,34,-1,0,91667,6,0,"F","U",6,14,44,40,56458.000000,2,0
34,48.000000,37,30.559624,427,24,34,40,0,99298,4,7,"F","U",6,14,44,40,56458.000000,3,0
34,48.000000,37,30.559624,427,24,34,40,0,99298,4,7,"F","U",6,14,44,40,56458.000000,1,0
33,36.000000,0,0.000000,0,0,33,34,0,100260,4,9,"F","U",6,14,44,40,56458.000000,2,0
36,0.000000,0,0.000000,0,0,36,-2,0,88082,6,10,"F","U",6,14,44,40,56458.000000,3,0
36,0.000000,0,0.000000,0,0,36,-2,0,88082,6,10,"F","U",6,14,44,40,56458.000000,2,0
39,36.000000,3,10.025667,59,1,39,26,0,80411,1,10,"F","U",6,14,44,40,56458.000000,3,0
39,36.000000,3,10.025667,59,1,39,26,0,80411,1,10,"F","U",6,14,44,40,56458.000000,2,0
35,0.000000,0,0.000000,0,0,35,-5,0,90622,1,10,"F","U",6,14,44,40,56458.000000,3,0
35,0.000000,0,0.000000,0,0,35,-5,0,90622,1,10,"F","U",6,14,44,40,56458.000000,2,0
46,48.000000,0,0.000000,0,0,46,39,1,29167,2,10,"F","M",15,9,42,47,41576.000000,2,0
46,48.000000,0,0.000000,0,0,46,39,1,29167,2,10,"F","M",15,9,42,47,41576.000000,3,0
41,36.000000,0,0.000000,0,0,41,25,1,30128,1,9,"F","M",15,9,42,47,41576.000000,3,0
41,36.000000,0,0.000000,0,0,41,25,1,30128,1,9,"F","M",15,9,42,47,41576.000000,2,0
46,24.000000,0,0.000000,0,0,46,15,1,13790,1,9,"F","M",15,9,42,47,41576.000000,2,0
46,12.000000,0,0.000000,0,0,46,10,1,17777,3,11,"F","M",15,9,42,47,41576.000000,2,0
46,12.000000,0,0.000000,0,0,46,10,1,17777,3,11,"F","M",15,9,42,47,41576.000000,3,0
46,48.000000,0,0.000000,0,0,46,38,1,8220,3,6,"F","M",15,9,42,47,41576.000000,2,0
44,36.000000,0,0.000000,0,0,44,24,1,27430,1,6,"F","M",15,9,42,47,41576.000000,2,0
46,48.000000,2,8.648000,148,2,46,40,1,28594,3,10,"F","M",15,9,42,47,41576.000000,4,0
43,48.000000,1,7.679000,179,1,43,41,1,11933,5,11,"F","M",15,9,42,47,41576.000000,1,0
42,0.000000,3,0.000000,0,0,42,-1,1,24337,4,11,"F","M",15,9,42,47,41576.000000,2,0
42,0.000000,3,0.000000,0,0,42,-1,1,24337,4,11,"F","M",15,9,42,47,41576.000000,3,0
45,24.000000,0,0.000000,0,0,45,23,1,24671,4,8,"F","M",15,9,42,47,41576.000000,2,0
43,0.000000,0,0.000000,0,0,43,-5,1,25564,4,8,"F","M",15,9,42,47,41576.000000,2,0
47,0.000000,0,0.000000,0,0,47,-1,4,8030,2,10,"F","M",17,9,31,58,46245.000000,2,0
46,48.000000,3,9.409313,176,3,46,37,4,40834,5,10,"F","M",17,9,31,58,46245.000000,2,0
46,48.000000,3,9.409313,176,3,46,37,4,40834,5,10,"F","M",17,9,31,58,46245.000000,3,0
46,24.000000,4,9.391323,158,2,46,14,4,88687,1,0,"F","M",17,9,31,58,46245.000000,2,0
30,36.000000,5,11.903647,137,3,30,29,1,1508,6,0,"M","M",1,8,25,66,35879.000000,2,1
30,36.000000,5,11.903647,137,3,30,29,1,1508,6,0,"M","M",1,8,25,66,35879.000000,4,0
30,24.000000,0,0.000000,0,0,30,21,1,5789,6,0,"M","M",1,8,25,66,35879.000000,2,0
28,36.000000,0,0.000000,0,0,28,34,1,5766,1,9,"M","M",1,8,25,66,35879.000000,2,0
35,48.000000,2,8.665667,299,1,35,40,1,136613,4,9,"M","M",1,8,25,66,35879.000000,1,0
31,24.000000,15,11.622303,489,5,31,13,1,127721,5,9,"M","M",1,8,25,66,35879.000000,2,0
32,24.000000,0,0.000000,0,0,32,22,1,132322,4,9,"M","M",1,8,25,66,35879.000000,3,0
32,24.000000,0,0.000000,0,0,32,19,1,134072,4,9,"M","M",1,8,25,66,35879.000000,3,0
31,36.000000,27,33.298084,565,26,31,24,1,135350,4,9,"M","M",1,8,25,66,35879.000000,2,0
32,36.000000,4,8.928990,129,2,32,26,1,134393,4,9,"M","M",1,8,25,66,35879.000000,2,0
31,24.000000,26,28.938740,239,22,31,22,1,140084,4,9,"M","M",1,8,25,66,35879.000000,3,0
31,24.000000,26,28.938740,239,22,31,22,1,140084,4,9,"M","M",1,8,25,66,35879.000000,4,0
35,48.000000,2,8.665667,299,1,35,40,1,136613,4,9,"M","M",1,8,25,66,35879.000000,3,0
30,48.000000,2,9.812323,79,2,30,39,1,124603,1,8,"M","M",1,8,25,66,35879.000000,1,0
30,48.000000,2,9.812323,79,2,30,39,1,124603,1,8,"M","M",1,8,25,66,35879.000000,3,0
29,0.000000,0,0.000000,0,0,29,-4,1,121075,5,10,"M","M",1,8,25,66,35879.000000,2,0
31,48.000000,5,11.393980,94,3,31,41,1,130683,4,9,"M","M",1,8,25,66,35879.000000,1,0
32,24.000000,0,0.000000,0,0,32,19,1,134072,4,9,"M","M",1,8,25,66,35879.000000,2,0
23,36.000000,0,0.000000,0,0,23,28,1,136595,4,9,"F","S",0,10,36,52,43935.000000,2,0
26,48.000000,25,27.869329,570,21,26,41,1,136580,4,9,"F","S",0,10,36,52,43935.000000,1,0
29,24.000000,22,28.766052,433,22,29,12,1,131951,4,9,"F","S",0,10,36,52,43935.000000,1,0
24,36.000000,0,0.000000,0,0,24,27,1,137431,4,9,"F","S",0,10,36,52,43935.000000,2,0
30,12.000000,3,10.199000,299,1,30,6,1,131212,4,9,"F","S",0,10,36,52,43935.000000,2,0
25,24.000000,2,12.727283,94,2,25,12,1,136063,4,9,"F","S",0,10,36,52,43935.000000,4,0
25,24.000000,2,12.727283,94,2,25,12,1,136063,4,9,"F","S",0,10,36,52,43935.000000,3,0
28,24.000000,4,8.598990,199,2,28,17,1,139007,4,9,"F","S",0,10,36,52,43935.000000,2,0
23,0.000000,0,0.000000,0,0,23,-4,1,139484,4,9,"F","S",0,10,36,52,43935.000000,2,0
31,36.000000,0,0.000000,0,0,31,27,1,134203,4,9,"F","S",0,10,36,52,43935.000000,2,0
21,24.000000,0,0.000000,0,0,21,19,1,133455,4,9,"F","S",0,10,36,52,43935.000000,2,0
22,0.000000,0,0.000000,0,0,22,-3,1,134225,4,9,"F","S",0,10,36,52,43935.000000,2,0
23,36.000000,29,14.862930,1363,4,23,33,1,134577,4,9,"F","S",0,10,36,52,43935.000000,2,0
24,12.000000,4,8.452323,219,2,24,10,1,134849,4,9,"F","S",0,10,36,52,43935.000000,2,0
26,48.000000,0,0.000000,0,0,26,38,1,132771,4,9,"F","S",0,10,36,52,43935.000000,2,0
28,48.000000,3,9.555607,89,3,28,37,1,130444,4,9,"F","S",0,10,36,52,43935.000000,2,0
28,48.000000,3,9.555607,89,3,28,37,1,130444,4,9,"F","S",0,10,36,52,43935.000000,3,0
26,0.000000,1,0.000000,0,0,26,-1,1,133659,4,9,"F","S",0,10,36,52,43935.000000,2,0
26,36.000000,3,8.390667,124,1,26,25,1,118820,1,9,"F","S",0,10,36,52,43935.000000,3,0
26,36.000000,3,8.390667,124,1,26,25,1,118820,1,9,"F","S",0,10,36,52,43935.000000,2,0
28,36.000000,0,0.000000,0,0,28,24,1,126327,3,8,"F","S",0,10,36,52,43935.000000,3,0
28,36.000000,0,0.000000,0,0,28,24,1,126327,3,8,"F","S",0,10,36,52,43935.000000,2,0
29,24.000000,4,10.082333,49,1,29,16,1,122315,2,10,"F","S",0,10,36,52,43935.000000,2,0
29,24.000000,4,10.082333,49,1,29,16,1,122315,2,10,"F","S",0,10,36,52,43935.000000,3,0
25,24.000000,0,0.000000,0,0,25,17,1,127331,2,0,"F","S",0,10,36,52,43935.000000,2,0
23,24.000000,2,7.665667,299,1,23,18,1,119360,6,0,"F","S",0,10,36,52,43935.000000,2,0
27,24.000000,2,7.495667,329,1,27,16,1,114495,3,6,"F","S",0,10,36,52,43935.000000,2,0
30,12.000000,0,0.000000,0,0,30,-1,1,121264,3,11,"F","S",0,10,36,52,43935.000000,2,0
30,12.000000,0,0.000000,0,0,30,-1,1,121264,3,11,"F","S",0,10,36,52,43935.000000,3,0
25,0.000000,0,0.000000,0,0,25,-5,1,125916,5,0,"F","S",0,10,36,52,43935.000000,2,0
28,36.000000,0,0.000000,0,0,28,27,1,114723,1,11,"F","S",0,10,36,52,43935.000000,2,0
23,48.000000,0,0.000000,0,0,23,37,1,128108,6,0,"F","S",0,10,36,52,43935.000000,2,0
35,48.000000,34,15.831950,632,9,35,40,1,121350,2,9,"F","S",0,10,36,52,43935.000000,3,0
35,48.000000,34,15.831950,632,9,35,40,1,121350,2,9,"F","S",0,10,36,52,43935.000000,2,0
35,48.000000,34,15.831950,632,9,35,40,1,121350,2,9,"F","S",0,10,36,52,43935.000000,1,0
18,24.000000,1,7.919990,20,1,18,21,1,122002,2,10,"F","S",0,10,36,52,43935.000000,2,0
27,12.000000,3,8.658990,159,2,27,5,1,119658,4,8,"F","S",0,10,36,52,43935.000000,2,0
26,24.000000,4,7.525667,159,1,26,16,1,120109,4,0,"F","S",0,10,36,52,43935.000000,2,0
28,12.000000,0,0.000000,0,0,28,0,1,124468,5,8,"F","S",0,10,36,52,43935.000000,3,0
20,36.000000,27,18.138840,539,11,20,29,1,125144,2,8,"F","S",0,10,36,52,43935.000000,1,0
25,24.000000,3,10.952323,119,2,25,21,1,117715,5,0,"F","S",0,10,36,52,43935.000000,1,0
25,24.000000,3,10.952323,119,2,25,21,1,117715,5,0,"F","S",0,10,36,52,43935.000000,3,0
36,12.000000,0,0.000000,0,0,36,9,0,78461,2,8,"F","U",6,14,44,40,56458.000000,2,0
35,48.000000,4,10.429657,63,2,35,37,0,82189,3,11,"F","U",6,14,44,40,56458.000000,2,0
35,48.000000,4,10.429657,63,2,35,37,0,82189,3,11,"F","U",6,14,44,40,56458.000000,3,0
36,36.000000,1,7.939000,139,1,36,25,0,76368,5,9,"F","U",6,14,44,40,56458.000000,2,0
34,36.000000,21,15.778890,479,8,34,26,0,82837,2,11,"F","U",6,14,44,40,56458.000000,2,0
38,12.000000,0,0.000000,0,0,38,7,0,74197,6,6,"F","U",6,14,44,40,56458.000000,2,0
35,24.000000,2,10.912333,279,1,35,20,0,71302,6,8,"F","U",6,14,44,40,56458.000000,2,0
35,24.000000,2,10.912333,279,1,35,20,0,71302,6,8,"F","U",6,14,44,40,56458.000000,3,0
39,36.000000,0,0.000000,0,0,39,35,0,76919,4,9,"F","U",6,14,44,40,56458.000000,3,0
32,48.000000,0,0.000000,0,0,32,40,0,63054,6,9,"F","U",6,14,44,40,56458.000000,2,0
35,24.000000,0,0.000000,0,0,35,13,0,67450,4,10,"F","U",6,14,44,40,56458.000000,2,0
36,12.000000,0,0.000000,0,0,36,9,0,69462,6,11,"F","U",6,14,44,40,56458.000000,2,0
36,12.000000,0,0.000000,0,0,36,9,0,69462,6,11,"F","U",6,14,44,40,56458.000000,3,0
34,24.000000,0,0.000000,0,0,34,20,0,73200,1,0,"F","U",6,14,44,40,56458.000000,3,0
34,24.000000,0,0.000000,0,0,34,20,0,73200,1,0,"F","U",6,14,44,40,56458.000000,2,0
36,36.000000,0,0.000000,0,0,36,26,0,44927,2,10,"F","U",6,14,44,40,56458.000000,2,0
33,12.000000,0,0.000000,0,0,33,7,0,48760,1,11,"F","U",6,14,44,40,56458.000000,2,0
38,36.000000,0,0.000000,0,0,38,28,0,51165,6,7,"F","U",6,14,44,40,56458.000000,2,0
37,48.000000,4,7.949990,150,1,37,41,0,61652,1,5,"F","U",6,14,44,40,56458.000000,4,0
32,36.000000,4,8.545667,179,1,32,29,0,42059,6,10,"F","U",6,14,44,40,56458.000000,1,0
33,12.000000,4,10.430607,164,3,33,8,0,64046,2,9,"F","U",6,14,44,40,56458.000000,2,0
37,24.000000,0,0.000000,0,0,37,11,0,49711,4,8,"F","U",6,14,44,40,56458.000000,2,0
38,48.000000,6,9.925147,59,3,38,41,0,49894,1,10,"F","U",6,14,44,40,56458.000000,4,0
35,48.000000,3,11.806647,40,2,35,39,0,49733,6,9,"F","U",6,14,44,40,56458.000000,3,0
35,48.000000,3,11.806647,40,2,35,39,0,49733,6,9,"F","U",6,14,44,40,56458.000000,4,0
37,24.000000,4,9.089000,89,1,37,11,0,40392,4,9,"F","U",6,14,44,40,56458.000000,2,0
37,24.000000,4,9.089000,89,1,37,11,0,40392,4,9,"F","U",6,14,44,40,56458.000000,3,0
36,24.000000,0,0.000000,0,0,36,15,0,35257,5,0,"F","U",6,14,44,40,56458.000000,3,0
36,24.000000,0,0.000000,0,0,36,15,0,35257,5,0,"F","U",6,14,44,40,56458.000000,2,0
40,24.000000,0,0.000000,0,0,40,15,0,39950,1,11,"F","U",6,14,44,40,56458.000000,2,0
34,24.000000,0,0.000000,0,0,34,13,0,40548,2,8,"F","U",6,14,44,40,56458.000000,2,0
31,48.000000,2,10.922323,289,2,31,36,0,48824,3,9,"F","U",6,14,44,40,56458.000000,3,0
33,24.000000,1,10.522333,189,1,33,22,0,32665,5,9,"F","U",6,14,44,40,56458.000000,1,0
33,24.000000,1,10.522333,189,1,33,22,0,32665,5,9,"F","U",6,14,44,40,56458.000000,3,0
37,36.000000,0,0.000000,0,0,37,34,0,34982,6,0,"F","U",6,14,44,40,56458.000000,2,0
41,24.000000,3,11.358000,258,2,41,22,0,35722,2,9,"F","U",6,14,44,40,56458.000000,4,0
33,24.000000,37,25.590508,424,19,33,22,0,35921,2,11,"F","U",6,14,44,40,56458.000000,1,0
33,24.000000,2,13.165657,299,2,33,22,0,30636,3,9,"F","U",6,14,44,40,56458.000000,1,0
36,36.000000,4,7.886657,20,1,36,26,0,32755,4,10,"F","U",6,14,44,40,56458.000000,2,0
29,24.000000,5,9.433597,67,3,29,18,1,101835,5,5,"M","M",1,8,25,66,35879.000000,2,0
27,36.000000,2,11.579000,179,1,27,25,1,93657,4,11,"M","M",1,8,25,66,35879.000000,2,1
32,36.000000,0,0.000000,0,0,32,30,1,105827,6,0,"M","M",1,8,25,66,35879.000000,2,0
34,48.000000,0,0.000000,0,0,34,39,1,117424,1,8,"M","M",1,8,25,66,35879.000000,2,0
33,36.000000,2,9.397147,31,2,33,25,1,104978,5,10,"M","M",1,8,25,66,35879.000000,2,0
27,48.000000,3,7.716657,150,1,27,40,1,124497,5,8,"M","M",1,8,25,66,35879.000000,3,0
32,24.000000,3,8.065667,299,1,32,22,1,84547,4,9,"M","M",1,8,25,66,35879.000000,2,0
32,24.000000,3,8.065667,299,1,32,22,1,84547,4,9,"M","M",1,8,25,66,35879.000000,1,0
31,48.000000,0,0.000000,0,0,31,37,1,108094,5,8,"M","M",1,8,25,66,35879.000000,2,0
31,48.000000,0,0.000000,0,0,31,37,1,108094,5,8,"M","M",1,8,25,66,35879.000000,3,0
32,24.000000,0,0.000000,0,0,32,14,1,102790,4,0,"M","M",1,8,25,66,35879.000000,2,0
33,36.000000,2,9.955617,89,2,33,29,1,94376,3,6,"M","M",1,8,25,66,35879.000000,2,0
33,36.000000,2,9.955617,89,2,33,29,1,94376,3,6,"M","M",1,8,25,66,35879.000000,1,0
31,24.000000,0,0.000000,0,0,31,15,1,81034,6,0,"M","M",1,8,25,66,35879.000000,3,0
31,24.000000,0,0.000000,0,0,31,15,1,81034,6,0,"M","M",1,8,25,66,35879.000000,2,0
32,36.000000,0,0.000000,0,0,32,32,1,89331,5,10,"M","M",1,8,25,66,35879.000000,3,0
32,36.000000,0,0.000000,0,0,32,32,1,89331,5,10,"M","M",1,8,25,66,35879.000000,2,0
28,24.000000,49,35.900856,635,29,28,14,1,85793,2,9,"M","M",1,8,25,66,35879.000000,3,0
35,12.000000,0,0.000000,0,0,35,9,1,87438,5,9,"M","M",1,8,25,66,35879.000000,2,0
35,12.000000,0,0.000000,0,0,35,9,1,87438,5,9,"M","M",1,8,25,66,35879.000000,3,0
29,24.000000,0,0.000000,0,0,29,13,1,87244,4,9,"M","M",1,8,25,66,35879.000000,3,0
29,24.000000,0,0.000000,0,0,29,13,1,87244,4,9,"M","M",1,8,25,66,35879.000000,2,0
31,0.000000,0,0.000000,0,0,31,-3,1,74447,2,7,"M","M",1,8,25,66,35879.000000,2,0
31,24.000000,33,25.913280,414,19,31,19,1,77753,2,10,"M","M",1,8,25,66,35879.000000,3,0
30,12.000000,0,0.000000,0,0,30,7,1,79616,1,11,"M","M",1,8,25,66,35879.000000,3,0
30,12.000000,0,0.000000,0,0,30,7,1,79616,1,11,"M","M",1,8,25,66,35879.000000,2,0
28,0.000000,0,0.000000,0,0,28,-2,1,72323,5,11,"M","M",1,8,25,66,35879.000000,2,0
31,36.000000,15,13.886970,187,5,31,26,1,65522,2,7,"M","M",1,8,25,66,35879.000000,2,0
31,12.000000,0,0.000000,0,0,31,6,1,54689,6,11,"M","M",1,8,25,66,35879.000000,3,0
31,12.000000,0,0.000000,0,0,31,6,1,54689,6,11,"M","M",1,8,25,66,35879.000000,2,0
31,24.000000,3,8.690617,124,2,31,12,1,73131,3,10,"M","M",1,8,25,66,35879.000000,4,0
32,12.000000,0,0.000000,0,0,32,8,1,73525,1,10,"M","M",1,8,25,66,35879.000000,2,0
31,24.000000,4,10.595657,129,2,31,19,1,71269,3,0,"M","M",1,8,25,66,35879.000000,2,0
28,24.000000,3,7.485667,119,1,28,19,1,54043,5,9,"M","M",1,8,25,66,35879.000000,3,1
34,24.000000,3,9.406647,40,2,34,12,1,52036,4,8,"M","M",1,8,25,66,35879.000000,3,0
34,24.000000,3,9.406647,40,2,34,12,1,52036,4,8,"M","M",1,8,25,66,35879.000000,1,0
30,36.000000,3,10.839000,139,1,30,23,1,56364,5,10,"M","M",1,8,25,66,35879.000000,2,1
31,12.000000,0,0.000000,0,0,31,7,1,64745,3,10,"M","M",1,8,25,66,35879.000000,2,0
28,12.000000,0,0.000000,0,0,28,6,1,48649,6,6,"M","M",1,8,25,66,35879.000000,3,0
36,36.000000,4,7.886657,20,1,36,26,0,32755,4,10,"F","U",6,14,44,40,56458.000000,3,0
33,36.000000,2,7.499000,99,1,33,29,0,21306,4,9,"F","U",6,14,44,40,56458.000000,4,0
33,24.000000,1,10.522333,189,1,33,22,0,32665,5,9,"F","U",6,14,44,40,56458.000000,2,0
34,36.000000,0,0.000000,0,0,34,24,0,15603,3,0,"F","U",6,14,44,40,56458.000000,2,0
41,12.000000,3,7.299000,99,1,41,5,0,28817,3,0,"F","U",6,14,44,40,56458.000000,2,0
36,12.000000,0,0.000000,0,0,36,8,0,31025,2,0,"F","U",6,14,44,40,56458.000000,2,0
36,48.000000,3,8.721333,288,2,36,36,0,32814,4,9,"F","U",6,14,44,40,56458.000000,2,0
35,48.000000,3,9.900647,234,3,35,41,0,33365,2,9,"F","U",6,14,44,40,56458.000000,4,0
35,48.000000,0,0.000000,0,0,35,39,0,17849,2,9,"F","U",6,14,44,40,56458.000000,2,0
35,48.000000,0,0.000000,0,0,35,39,0,17849,2,9,"F","U",6,14,44,40,56458.000000,3,0
37,36.000000,2,7.306617,40,1,37,30,0,3835,6,0,"F","U",6,14,44,40,56458.000000,2,0
32,36.000000,0,0.000000,0,0,32,26,0,15113,4,0,"F","U",6,14,44,40,56458.000000,3,0
32,36.000000,0,0.000000,0,0,32,26,0,15113,4,0,"F","U",6,14,44,40,56458.000000,2,0
38,0.000000,0,0.000000,0,0,38,-3,0,9168,4,11,"F","U",6,14,44,40,56458.000000,2,0
37,0.000000,0,0.000000,0,0,37,-1,0,10295,6,11,"F","U",6,14,44,40,56458.000000,2,0
33,36.000000,0,0.000000,0,0,33,31,0,22446,4,10,"F","U",6,14,44,40,56458.000000,2,0
