Age,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Customer ID,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Accepted Personal Loan,Accepted Retention,Accepted Home Equity Loan,Accepted Credit Card,Annual value,Interested in Personal Loan,Interested in Retention,Interested in Home Equity Loan,Interested in Credit Card
39,36.000000,0,0.000000,0,0,39,29,0,52601,0,5,10,"F","M",11,18,26,54,47039.000000,38,"F","F","F","T","T",0,"F","F","F","F"
50,12.000000,0,0.000000,0,0,50,6,1,52661,0,5,10,"M","M",22,7,41,50,45408.000000,23,"T","T","F","F","F",100,"F","F","F","F"
34,0.000000,0,0.000000,0,0,34,-6,0,52820,0,5,10,"M","S",3,20,40,39,21103.000000,19,"T","T","F","F","F",0,"F","F","F","F"
43,48.000000,5,8.591333,258,2,43,38,0,52995,0,6,9,"F","U",16,8,38,52,47326.000000,50,"F","F","T","T","F",150,"F","F","F","F"
80,24.000000,0,0.000000,0,0,80,12,0,53069,0,7,6,"M","U",54,14,46,39,49897.000000,13,"T","F","F","F","T",0,"F","F","T","F"
43,24.000000,0,0.000000,0,0,43,14,0,63781,0,5,9,"M","S",19,20,55,23,46019.000000,26,"T","F","F","F","F",0,"F","F","F","F"
30,48.000000,0,0.000000,0,0,30,35,1,63813,0,5,8,"M","M",1,8,25,66,35879.000000,27,"F","F","F","T","F",100,"F","F","T","F"
50,36.000000,4,9.682333,149,1,50,28,0,63880,0,6,0,"F","S",18,16,28,54,47398.000000,41,"T","F","F","F","F",120,"F","F","F","F"
57,48.000000,0,0.000000,0,0,57,36,0,64031,0,3,7,"F","U",31,8,32,59,56249.000000,16,"F","T","F","T","T",0,"F","F","T","F"
51,24.000000,0,0.000000,0,0,51,17,0,63829,0,3,1,"M","S",22,11,39,49,73827.000000,41,"T","F","F","F","F",0,"F","F","F","F"
32,24.000000,38,24.377331,178,18,32,20,1,64095,0,4,9,"F","U",1,9,26,63,64273.000000,5,"T","T","F","F","F",1240,"F","T","F","F"
42,36.000000,3,8.425657,59,2,42,31,1,64129,0,3,10,"F","M",12,9,29,61,62091.000000,4,"F","T","F","F","F",190,"F","F","F","F"
43,48.000000,4,8.802647,36,2,43,37,0,42518,0,6,11,"M","S",13,14,19,66,59681.000000,5,"F","F","F","F","F",120,"F","F","F","F"
29,24.000000,0,0.000000,0,0,29,13,2,42863,0,6,8,"M","S",3,13,42,43,68598.000000,21,"F","F","F","F","F",200,"F","F","F","F"
50,24.000000,2,10.144667,178,2,50,13,0,43161,0,5,11,"F","S",24,18,29,51,52999.000000,13,"F","F","F","F","T",60,"F","F","F","T"
63,36.000000,3,9.648000,248,2,63,27,0,43279,0,7,11,"M","U",34,16,30,53,80392.000000,15,"F","F","F","F","F",90,"F","F","F","F"
40,36.000000,3,7.499000,99,1,40,28,0,43613,0,5,11,"M","S",12,13,21,64,38433.000000,13,"F","F","F","F","F",90,"F","T","F","F"
39,48.000000,3,7.802333,69,1,39,35,0,43620,0,4,10,"M","U",10,16,34,48,41701.000000,40,"F","F","F","F","F",90,"F","F","T","F"
38,12.000000,5,12.145333,312,3,38,5,1,43806,0,5,6,"F","M",12,9,29,61,62091.000000,26,"F","F","F","F","F",250,"F","F","F","F"
58,0.000000,0,0.000000,0,0,58,-3,0,43831,0,2,1,"F","S",29,12,48,38,45982.000000,18,"F","F","F","F","F",0,"F","T","F","F"
65,24.000000,2,10.892333,59,1,65,20,0,43899,0,2,11,"F","S",38,9,26,63,37159.000000,36,"F","T","F","F","F",60,"F","T","F","F"
62,36.000000,4,8.262333,129,1,62,34,0,43956,0,2,0,"M","U",35,9,31,58,39429.000000,7,"F","T","F","F","F",120,"F","F","F","F"
37,36.000000,0,0.000000,0,0,37,30,1,43981,0,5,7,"F","U",5,16,34,49,49518.000000,43,"T","F","F","F","F",100,"F","T","F","F"
31,24.000000,0,0.000000,0,0,31,22,0,63974,0,2,11,"M","U",1,13,32,54,31926.000000,33,"F","F","T","F","F",0,"F","T","F","F"
34,24.000000,0,0.000000,0,0,34,13,0,36870,0,4,11,"F","U",2,11,23,65,59932.000000,23,"T","F","F","F","F",0,"F","F","F","F"
41,48.000000,0,0.000000,0,0,41,40,3,36929,0,4,9,"F","S",13,13,33,52,46469.000000,19,"F","F","F","F","F",300,"F","F","F","F"
32,24.000000,0,0.000000,0,0,32,15,1,40931,0,6,0,"M","M",2,11,35,52,66303.000000,30,"T","F","F","F","F",100,"F","F","F","F"
37,36.000000,0,0.000000,0,0,37,28,1,64131,0,3,10,"F","M",8,9,20,69,54304.000000,1,"F","F","T","T","T",100,"F","F","F","F"
44,36.000000,4,9.345657,179,2,44,25,0,64134,0,6,0,"F","S",14,12,38,49,29130.000000,23,"T","F","F","F","F",120,"F","F","F","F"
36,0.000000,0,0.000000,0,0,36,-5,1,40918,0,3,10,"M","M",5,10,33,55,45378.000000,20,"F","F","F","F","F",100,"F","F","F","F"
34,24.000000,0,0.000000,0,0,34,17,2,40950,0,4,0,"M","M",4,17,30,52,37636.000000,50,"F","F","F","F","F",200,"F","F","F","T"
38,36.000000,0,0.000000,0,0,38,25,0,40960,0,4,0,"F","S",5,7,36,55,43366.000000,50,"F","F","F","F","F",0,"F","F","F","T"
40,0.000000,0,0.000000,0,0,40,-5,0,41060,0,3,8,"M","M",6,9,28,61,40295.000000,7,"F","F","F","F","F",0,"F","F","F","F"
61,0.000000,0,0.000000,0,0,61,-5,3,41095,0,2,10,"F","M",32,6,36,56,63640.000000,52,"F","F","F","F","T",300,"F","F","T","F"
52,36.000000,3,8.968283,35,1,52,31,1,41135,0,5,0,"M","M",20,11,27,61,59921.000000,52,"T","F","F","F","F",190,"F","F","F","F"
46,24.000000,2,10.933990,134,2,46,21,0,41159,0,7,9,"M","S",21,13,31,55,52114.000000,26,"F","F","F","F","F",60,"F","F","F","F"
69,24.000000,0,0.000000,0,0,69,19,0,41212,0,7,10,"M","S",37,10,28,60,61275.000000,41,"T","F","F","F","T",0,"F","F","F","F"
18,12.000000,0,0.000000,0,0,18,10,2,41229,0,3,8,"F","S",0,9,65,25,46236.000000,31,"F","F","F","T","F",200,"F","T","F","F"
40,0.000000,0,0.000000,0,0,40,-1,0,41277,0,4,10,"F","S",8,9,26,64,68819.000000,22,"F","F","F","F","F",0,"T","F","F","F"
53,48.000000,0,0.000000,0,0,53,36,0,41345,0,7,11,"F","U",25,5,28,65,21420.000000,46,"T","T","F","F","F",0,"F","F","F","F"
31,24.000000,0,0.000000,0,0,31,12,0,41333,0,5,9,"M","U",6,9,23,67,80647.000000,46,"F","F","T","F","F",0,"T","F","T","F"
39,12.000000,0,0.000000,0,0,39,8,0,41433,0,1,10,"F","S",10,11,43,45,56824.000000,49,"T","F","F","F","F",0,"F","F","F","F"
27,24.000000,4,8.431490,232,2,27,13,2,41467,0,4,0,"M","S",0,10,44,44,41497.000000,1,"F","F","F","T","T",320,"F","F","F","F"
37,24.000000,4,11.135647,169,3,37,11,0,41286,0,1,10,"M","S",5,7,39,52,55425.000000,25,"F","F","F","F","F",120,"F","F","T","F"
42,24.000000,7,9.874667,1208,2,42,20,0,41353,0,2,11,"M","S",11,9,58,31,45112.000000,50,"F","F","F","F","F",210,"F","F","F","F"
36,48.000000,0,0.000000,0,0,36,39,0,41368,0,2,9,"F","S",7,4,36,58,55328.000000,19,"T","F","F","T","F",0,"F","F","F","F"
50,24.000000,4,8.922980,23,2,50,17,0,41517,0,2,8,"F","S",21,9,36,54,45621.000000,14,"F","F","F","T","F",120,"F","F","F","F"
20,36.000000,31,17.541252,508,10,20,30,0,41549,0,5,0,"M","S",0,4,30,64,40287.000000,30,"F","F","F","F","T",930,"F","F","F","F"
41,48.000000,0,0.000000,0,0,41,40,1,41688,0,1,10,"M","M",16,5,49,45,49260.000000,44,"F","F","F","F","F",100,"F","F","F","T"
39,0.000000,0,0.000000,0,0,39,-4,0,41824,0,5,9,"F","S",9,12,41,45,37443.000000,38,"F","F","F","F","F",0,"F","F","F","T"
49,12.000000,3,12.990667,124,1,49,7,2,41946,0,2,11,"F","M",19,19,48,31,41735.000000,16,"F","T","F","F","F",290,"F","F","F","F"
17,24.000000,0,0.000000,0,0,17,13,1,41705,0,6,10,"F","S",0,10,36,52,43935.000000,26,"F","F","T","F","F",100,"F","F","F","F"
14,36.000000,3,12.451333,318,2,14,24,0,41820,0,5,10,"M","S",0,15,31,52,42752.000000,47,"T","F","F","F","F",90,"F","F","T","F"
34,24.000000,30,10.322283,489,2,34,16,0,41854,0,6,9,"M","S",9,14,34,50,57317.000000,12,"F","F","F","F","F",900,"T","F","F","F"
30,48.000000,0,0.000000,0,0,30,37,7,41856,0,6,9,"M","M",5,13,54,32,59268.000000,37,"F","F","F","F","T",700,"F","F","F","F"
19,24.000000,2,8.602333,169,1,19,14,0,41992,0,4,11,"M","S",0,4,30,64,40287.000000,36,"F","F","F","F","F",60,"F","F","F","T"
15,48.000000,0,0.000000,0,0,15,37,1,42114,0,1,11,"F","S",0,11,18,69,43220.000000,22,"T","F","F","F","F",100,"F","F","T","T"
10,24.000000,0,0.000000,0,0,10,21,5,42213,0,3,11,"F","S",0,12,29,58,67251.000000,3,"F","F","T","T","F",500,"F","F","F","F"
32,24.000000,0,0.000000,0,0,32,20,1,42285,0,1,0,"M","U",5,12,25,62,57778.000000,28,"F","T","F","F","F",100,"F","F","F","F"
28,0.000000,0,0.000000,0,0,28,-4,3,42342,0,4,11,"M","S",0,14,47,38,47843.000000,16,"F","F","F","F","T",300,"F","F","F","F"
52,0.000000,1,0.000000,0,0,52,-4,2,42419,0,4,10,"F","M",23,8,23,67,36313.000000,27,"F","F","F","F","T",230,"F","F","F","F"
47,24.000000,0,0.000000,0,0,47,18,1,42313,0,2,10,"F","M",16,10,36,53,52325.000000,51,"F","F","F","F","F",100,"F","F","T","F"
23,48.000000,4,9.723000,223,2,23,37,1,42363,0,4,4,"M","S",0,16,26,56,54243.000000,41,"T","F","F","F","T",220,"T","F","F","F"
46,36.000000,0,0.000000,0,0,46,26,1,53288,0,5,8,"M","S",16,14,35,50,48993.000000,33,"F","F","F","T","F",100,"F","T","F","F"
39,12.000000,2,9.192333,59,1,39,7,0,53279,0,6,8,"M","S",9,14,34,50,57317.000000,41,"F","F","F","T","F",60,"F","F","F","F"
73,0.000000,2,0.000000,0,0,73,-2,1,37086,0,4,11,"M","M",48,3,39,56,52679.000000,5,"T","F","F","F","F",160,"F","F","F","F"
35,24.000000,1,7.655667,189,1,35,11,0,47875,0,2,11,"M","U",6,9,23,67,80647.000000,24,"T","F","T","F","F",30,"F","F","F","F"
43,0.000000,0,0.000000,0,0,43,-4,2,48091,0,5,11,"M","S",16,15,29,54,49775.000000,34,"F","F","F","F","F",200,"F","F","F","F"
33,48.000000,0,0.000000,0,0,33,36,1,48325,0,1,10,"M","M",2,11,35,52,66303.000000,16,"T","F","F","F","F",100,"F","F","F","F"
29,36.000000,2,9.915667,149,1,29,34,0,48343,0,3,8,"F","S",1,14,42,42,27747.000000,9,"T","F","T","F","F",60,"F","F","F","F"
29,36.000000,0,0.000000,0,0,29,34,0,48427,0,1,9,"M","S",0,18,18,63,52174.000000,10,"F","F","F","F","F",0,"F","F","T","F"
22,36.000000,19,23.925194,592,17,22,25,0,48618,0,6,10,"M","S",0,18,18,63,52174.000000,31,"F","F","F","T","F",570,"F","F","F","F"
31,36.000000,4,12.057323,224,2,31,23,1,48684,0,1,9,"M","S",0,10,23,66,31972.000000,2,"F","F","F","F","F",220,"F","F","F","F"
37,0.000000,0,0.000000,0,0,37,-6,0,48743,0,3,11,"M","S",2,14,38,47,51309.000000,24,"F","F","F","F","F",0,"F","F","F","F"
40,12.000000,0,0.000000,0,0,40,5,3,48768,0,4,11,"F","U",5,7,36,56,62379.000000,27,"F","F","F","T","F",300,"F","F","F","F"
39,0.000000,1,0.000000,0,0,39,-2,0,48977,0,6,9,"F","U",12,12,22,64,69332.000000,43,"F","F","F","F","F",30,"F","F","F","F"
49,0.000000,0,0.000000,0,0,49,-1,4,48986,0,1,8,"F","S",18,8,49,41,45456.000000,10,"F","F","T","F","F",400,"F","F","F","F"
47,24.000000,0,0.000000,0,0,47,14,3,49270,0,5,10,"F","S",15,10,43,46,41145.000000,40,"F","F","F","T","F",300,"F","F","F","F"
54,24.000000,1,9.435667,69,1,54,11,2,53393,0,2,9,"F","U",28,6,31,62,47648.000000,33,"F","F","F","F","F",230,"F","F","F","F"
20,36.000000,0,0.000000,0,0,20,27,4,53444,0,1,10,"M","S",0,9,45,44,41457.000000,18,"F","F","T","F","F",400,"F","F","F","T"
52,24.000000,0,0.000000,0,0,52,22,0,64504,0,2,10,"F","U",20,11,37,50,41325.000000,40,"T","F","F","F","F",0,"F","F","F","F"
39,24.000000,0,0.000000,0,0,39,13,3,64858,0,3,10,"F","M",13,12,19,67,49609.000000,9,"F","F","F","F","F",300,"F","F","F","T"
31,48.000000,0,0.000000,0,0,31,40,0,64679,0,4,9,"M","S",0,4,30,64,40287.000000,30,"T","T","F","F","T",0,"F","F","F","F"
40,0.000000,0,0.000000,0,0,40,-6,1,64882,0,6,10,"M","M",11,15,39,44,44206.000000,44,"T","T","T","F","F",100,"T","F","F","F"
47,36.000000,0,0.000000,0,0,47,33,0,64886,0,6,9,"M","S",18,9,39,51,36431.000000,9,"F","F","F","F","F",0,"F","F","F","F"
38,12.000000,2,7.559990,60,1,38,7,1,64965,0,1,8,"M","M",9,14,48,37,65711.000000,28,"F","F","T","F","F",160,"F","F","F","F"
34,24.000000,0,0.000000,0,0,34,22,2,65002,0,6,11,"M","U",5,13,37,48,42662.000000,39,"T","F","F","F","F",200,"F","T","F","F"
54,0.000000,1,0.000000,0,0,54,-2,7,65118,0,4,0,"F","M",25,8,34,57,46271.000000,14,"T","F","F","F","F",730,"F","F","F","F"
49,0.000000,0,0.000000,0,0,49,-3,0,65104,0,2,9,"F","S",18,16,28,54,47398.000000,27,"T","F","F","F","F",0,"F","F","F","F"
31,0.000000,1,0.000000,0,0,31,-5,0,65281,0,6,0,"M","M",1,10,19,69,68382.000000,4,"F","F","T","F","F",30,"F","F","F","F"
44,0.000000,0,0.000000,0,0,44,-3,0,65370,0,5,11,"M","S",14,15,45,39,28742.000000,17,"F","T","F","F","F",0,"F","F","F","F"
53,24.000000,0,0.000000,0,0,53,17,0,65385,0,5,0,"M","U",20,17,47,34,36701.000000,47,"T","F","F","F","F",0,"F","F","F","F"
60,48.000000,3,9.292333,59,1,60,38,5,65449,0,5,10,"F","U",27,12,18,69,67017.000000,19,"T","F","T","F","F",590,"F","F","F","F"
59,0.000000,4,0.000000,0,0,59,-6,0,65603,0,5,11,"F","S",29,12,48,38,45982.000000,4,"F","T","F","F","T",120,"F","T","T","F"
56,36.000000,0,0.000000,0,0,56,32,0,65545,0,6,8,"M","M",23,13,28,58,74312.000000,4,"F","F","F","F","F",0,"F","F","F","F"
48,36.000000,0,0.000000,0,0,48,33,0,65795,0,6,0,"F","U",18,12,40,46,50126.000000,22,"T","F","T","F","F",0,"F","F","F","F"
53,24.000000,3,8.515667,349,1,53,12,2,65858,0,3,9,"F","U",22,12,32,55,58358.000000,20,"F","F","F","F","F",290,"F","F","F","F"
40,24.000000,3,12.308000,208,2,40,13,0,65942,0,5,11,"F","S",11,6,37,56,37073.000000,7,"T","F","F","F","F",90,"F","F","F","F"
19,12.000000,0,0.000000,0,0,19,6,0,65976,0,4,11,"F","S",0,7,27,64,37502.000000,35,"F","F","F","F","F",0,"F","F","F","F"
36,0.000000,0,0.000000,0,0,36,-1,0,66052,0,4,10,"F","S",8,9,26,64,68819.000000,21,"T","F","F","F","T",0,"F","F","F","T"
37,0.000000,2,0.000000,0,0,37,-1,0,66156,0,1,10,"F","U",7,10,32,57,48329.000000,47,"F","F","F","F","T",60,"F","F","F","F"
41,24.000000,0,0.000000,0,0,41,18,0,65961,0,3,11,"F","S",12,7,28,63,43626.000000,1,"F","F","F","T","F",0,"F","F","F","F"
33,36.000000,0,0.000000,0,0,33,27,0,38849,0,1,11,"M","S",1,6,28,65,49250.000000,33,"F","T","F","F","F",0,"F","F","F","F"
36,48.000000,0,0.000000,0,0,36,41,1,38865,0,1,10,"F","M",4,8,40,51,52002.000000,10,"F","T","F","F","F",100,"F","F","T","T"
33,36.000000,3,8.890617,124,2,33,33,0,39160,0,5,10,"M","S",3,20,40,39,21103.000000,49,"F","F","T","T","F",90,"F","F","F","F"
26,0.000000,2,0.000000,0,0,26,-2,1,39219,0,5,10,"F","S",0,10,29,59,63015.000000,37,"T","T","F","F","F",160,"F","F","T","F"
51,12.000000,0,0.000000,0,0,51,10,3,39226,0,2,6,"M","U",19,4,27,67,45318.000000,42,"F","F","F","F","F",300,"F","F","T","F"
30,24.000000,33,32.174408,708,25,30,11,0,39419,0,5,0,"M","S",0,15,31,52,42752.000000,21,"F","F","T","F","F",990,"F","F","F","F"
45,12.000000,1,10.989000,189,1,45,5,0,39962,0,5,8,"F","M",15,11,23,64,66704.000000,51,"F","F","F","T","F",30,"F","F","F","F"
52,12.000000,4,11.338990,139,3,52,10,0,40112,0,6,10,"M","S",23,11,29,58,25785.000000,48,"F","F","F","F","F",120,"F","F","F","F"
33,36.000000,4,9.292323,159,2,33,33,0,40214,0,1,7,"F","S",3,9,31,59,36982.000000,25,"F","T","F","F","F",120,"F","F","F","F"
44,12.000000,0,0.000000,0,0,44,0,0,40228,1,6,1,"F","M",12,9,37,53,45764.000000,32,"T","T","F","F","T",0,"F","F","F","F"
39,48.000000,0,0.000000,0,0,39,38,1,40294,0,5,10,"M","U",11,15,21,62,47494.000000,11,"F","F","F","F","F",100,"F","F","F","F"
48,48.000000,0,0.000000,0,0,48,39,1,40348,0,5,9,"M","U",21,6,29,64,59232.000000,22,"T","T","F","F","F",100,"F","F","F","F"
60,12.000000,3,12.412333,179,1,60,9,3,66165,0,7,11,"F","M",30,6,30,63,50358.000000,20,"F","F","F","F","F",390,"F","F","F","F"
17,36.000000,5,12.513990,214,3,17,34,0,60975,0,2,7,"F","S",0,7,43,49,67905.000000,40,"F","F","F","F","F",150,"F","F","F","T"
60,24.000000,24,23.365652,433,16,60,20,4,61250,0,6,6,"F","M",31,14,12,73,63945.000000,48,"T","F","F","F","F",1120,"F","F","F","F"
40,24.000000,0,0.000000,0,0,40,11,3,61251,0,5,6,"F","S",9,13,38,48,46708.000000,49,"F","T","F","F","F",300,"F","F","F","F"
37,24.000000,0,0.000000,0,0,37,21,0,61106,0,1,10,"F","S",12,7,28,63,43626.000000,19,"F","F","F","F","F",0,"F","T","F","F"
54,24.000000,0,0.000000,0,0,54,15,1,61205,0,6,9,"M","M",21,14,27,58,56608.000000,29,"F","F","F","F","F",100,"F","T","F","F"
36,12.000000,0,0.000000,0,0,36,10,0,61255,0,5,6,"M","S",7,13,18,67,56482.000000,12,"F","F","F","F","F",0,"F","F","F","T"
42,48.000000,25,31.933947,668,25,42,39,0,61330,0,2,9,"M","S",14,15,45,39,28742.000000,4,"F","F","F","F","F",750,"F","T","T","F"
39,36.000000,0,0.000000,0,0,39,26,0,61360,0,3,8,"F","U",10,8,35,55,48937.000000,46,"F","F","F","F","F",0,"F","F","F","F"
50,0.000000,1,0.000000,0,0,50,-1,0,61281,0,7,7,"M","S",22,11,39,49,73827.000000,23,"F","F","F","T","F",30,"F","F","F","T"
57,12.000000,0,0.000000,0,0,57,5,0,61316,0,2,8,"F","U",29,10,25,63,42949.000000,43,"F","F","F","F","F",0,"F","F","F","T"
30,24.000000,47,31.580103,447,25,30,15,0,61399,0,2,0,"M","S",0,18,18,63,52174.000000,7,"F","F","F","F","F",1410,"F","F","F","F"
52,36.000000,2,12.235667,69,1,52,29,1,61448,0,7,0,"F","U",21,16,46,36,48316.000000,36,"F","F","F","F","F",160,"F","F","F","F"
71,12.000000,0,0.000000,0,0,71,5,4,61451,0,7,9,"M","M",43,12,49,38,59898.000000,2,"F","F","F","F","F",400,"F","F","T","F"
28,36.000000,1,8.619000,219,1,28,27,1,61308,0,1,9,"F","S",0,14,39,45,49921.000000,7,"T","F","F","F","T",130,"F","F","F","F"
36,24.000000,1,11.339000,239,1,36,17,0,61374,0,2,9,"M","U",4,10,20,69,65343.000000,44,"F","F","F","F","F",30,"F","F","F","F"
26,12.000000,0,0.000000,0,0,26,9,1,61564,0,2,11,"F","M",1,10,35,54,54791.000000,39,"F","F","F","F","F",100,"F","T","F","F"
31,0.000000,0,0.000000,0,0,31,-6,1,61516,0,4,0,"F","U",2,9,19,71,50752.000000,9,"F","F","F","F","F",100,"F","F","F","F"
46,0.000000,7,0.000000,0,0,46,-4,1,61584,0,3,11,"M","M",16,5,49,45,49260.000000,24,"F","F","F","F","F",310,"F","F","F","F"
35,12.000000,0,0.000000,0,0,35,9,1,61667,0,6,0,"F","S",8,10,28,61,31855.000000,51,"F","F","F","F","F",100,"F","F","F","F"
51,0.000000,1,0.000000,0,0,51,-1,3,61674,0,7,10,"F","M",26,7,30,62,40437.000000,33,"T","F","F","F","F",330,"F","T","F","T"
52,24.000000,0,0.000000,0,0,52,12,0,61692,0,7,9,"M","U",22,11,61,27,21766.000000,40,"F","F","F","F","F",0,"F","F","F","F"
64,24.000000,0,0.000000,0,0,64,14,2,61823,0,6,9,"M","S",34,10,40,49,59993.000000,17,"F","F","F","F","F",200,"F","F","T","F"
28,0.000000,0,0.000000,0,0,28,-5,0,61898,0,6,9,"M","S",0,15,31,52,42752.000000,24,"F","F","F","F","F",0,"F","F","F","F"
55,24.000000,0,0.000000,0,0,55,22,1,61925,0,3,9,"F","S",26,11,25,62,69059.000000,51,"F","F","F","F","F",100,"F","F","F","F"
37,36.000000,0,0.000000,0,0,37,34,0,62039,0,1,9,"F","U",8,16,29,54,65364.000000,9,"F","F","F","F","F",0,"F","F","F","F"
23,36.000000,0,0.000000,0,0,23,27,1,62232,0,2,10,"M","S",0,10,23,66,31972.000000,18,"T","F","F","F","F",100,"F","F","F","T"
71,36.000000,0,0.000000,0,0,71,23,1,62257,0,4,9,"F","S",43,12,26,60,47848.000000,7,"F","F","F","F","F",100,"F","F","F","F"
38,24.000000,0,0.000000,0,0,38,17,1,62059,0,3,11,"M","U",12,11,31,56,48473.000000,28,"F","F","F","F","F",100,"F","T","F","F"
24,0.000000,1,0.000000,0,0,24,-3,2,62266,0,4,11,"F","S",0,9,65,25,46236.000000,10,"F","F","F","F","F",230,"F","F","F","F"
37,0.000000,3,0.000000,0,0,37,-1,0,62425,0,2,7,"M","S",9,14,34,50,57317.000000,33,"F","F","F","F","F",90,"F","F","T","F"
30,36.000000,0,0.000000,0,0,30,25,0,62211,0,6,9,"F","S",0,7,33,58,65263.000000,48,"F","F","T","F","F",0,"F","F","F","F"
40,48.000000,0,0.000000,0,0,40,37,0,62387,0,3,7,"M","S",12,13,21,64,38433.000000,30,"T","F","F","F","F",0,"F","F","F","F"
25,0.000000,0,0.000000,0,0,25,-6,2,62485,0,4,8,"F","S",0,7,18,74,55562.000000,2,"T","F","F","T","T",200,"F","F","F","F"
41,48.000000,0,0.000000,0,0,41,38,0,62707,0,6,8,"M","U",16,7,26,66,62909.000000,39,"F","F","F","F","F",0,"F","F","F","F"
36,36.000000,0,0.000000,0,0,36,25,1,62720,0,4,9,"F","M",5,6,36,56,35657.000000,10,"T","F","F","T","F",100,"F","F","F","F"
28,12.000000,0,0.000000,0,0,28,9,1,62803,0,4,11,"F","S",0,6,25,67,39207.000000,47,"F","F","F","F","T",100,"F","F","F","F"
56,0.000000,1,0.000000,0,0,56,-3,3,62778,0,6,10,"M","S",28,16,18,65,44734.000000,38,"F","F","F","F","F",330,"F","F","F","F"
36,24.000000,0,0.000000,0,0,36,19,1,62795,0,4,8,"F","M",7,11,25,63,33861.000000,17,"T","T","T","F","F",100,"F","F","F","F"
39,12.000000,8,11.824617,58,5,39,10,0,62914,0,6,0,"F","S",11,6,37,56,37073.000000,14,"T","F","F","F","F",240,"F","F","F","F"
33,0.000000,0,0.000000,0,0,33,-1,0,49929,0,1,8,"M","U",5,12,25,61,38814.000000,9,"F","F","F","F","F",0,"F","F","F","T"
36,0.000000,0,0.000000,0,0,36,-5,1,50083,0,2,8,"M","U",10,14,33,52,51199.000000,35,"F","F","F","F","F",100,"F","F","F","F"
51,24.000000,0,0.000000,0,0,51,17,0,50147,0,7,11,"M","S",20,14,21,63,54532.000000,22,"T","F","F","T","F",0,"F","F","F","F"
17,36.000000,0,0.000000,0,0,17,29,1,50188,0,4,10,"F","S",0,6,25,67,39207.000000,22,"F","T","F","F","F",100,"F","F","F","F"
36,36.000000,0,0.000000,0,0,36,31,1,50197,0,6,9,"M","S",10,10,27,61,59742.000000,8,"F","F","F","F","F",100,"F","F","F","F"
38,24.000000,0,0.000000,0,0,38,15,0,50240,0,1,11,"M","S",8,9,22,67,36405.000000,10,"T","F","F","F","F",0,"F","F","F","F"
35,12.000000,0,0.000000,0,0,35,5,0,50265,0,3,10,"M","U",9,6,28,65,54236.000000,49,"F","F","F","F","F",0,"F","F","F","F"
33,48.000000,0,0.000000,0,0,33,39,1,50347,0,1,10,"F","M",2,12,46,41,45864.000000,43,"F","F","T","F","F",100,"F","F","F","F"
50,0.000000,0,0.000000,0,0,50,-4,0,50576,0,3,10,"M","S",20,14,21,63,54532.000000,33,"F","F","F","F","F",0,"T","F","F","F"
21,0.000000,0,0.000000,0,0,21,-4,0,50651,0,5,10,"M","S",0,18,18,63,52174.000000,15,"T","F","T","F","F",0,"F","F","F","F"
32,36.000000,0,0.000000,0,0,32,23,2,50765,0,4,7,"F","S",6,6,14,78,46742.000000,9,"F","F","F","F","F",200,"T","F","T","F"
46,24.000000,4,11.659313,126,3,46,15,2,50776,0,5,7,"F","M",14,10,25,64,47433.000000,7,"T","F","F","F","F",320,"F","F","F","F"
53,36.000000,2,8.199000,299,1,53,34,1,50835,0,3,10,"M","M",25,8,35,56,69260.000000,45,"F","F","F","T","F",160,"F","F","F","F"
22,36.000000,4,9.469000,269,1,22,28,0,51033,0,3,0,"F","S",0,7,27,64,37502.000000,13,"F","F","T","F","F",120,"F","F","F","T"
20,24.000000,0,0.000000,0,0,20,18,2,51094,0,2,0,"F","S",0,9,65,25,46236.000000,30,"F","F","F","T","T",200,"F","T","F","F"
50,24.000000,0,0.000000,0,0,50,11,0,51101,0,5,0,"F","M",23,9,32,57,54446.000000,33,"F","F","F","F","F",0,"F","F","F","F"
36,24.000000,2,7.515667,249,1,36,13,0,51185,0,1,11,"F","U",2,11,23,65,59932.000000,4,"T","T","F","F","F",60,"F","F","F","F"
41,0.000000,0,0.000000,0,0,41,-7,0,51244,0,3,11,"F","S",14,12,38,49,29130.000000,20,"F","F","F","F","F",0,"F","F","F","F"
24,48.000000,0,0.000000,0,0,24,38,2,51258,0,6,0,"M","S",0,12,29,58,43991.000000,35,"T","F","F","F","F",200,"F","F","F","F"
45,36.000000,0,0.000000,0,0,45,24,5,51492,0,2,0,"M","S",18,17,23,59,45536.000000,26,"T","T","F","F","F",500,"F","F","F","F"
41,36.000000,0,0.000000,0,0,41,29,0,62766,0,1,0,"M","S",17,12,24,62,47588.000000,34,"F","F","F","F","F",0,"F","F","F","T"
58,0.000000,0,0.000000,0,0,58,-6,0,53542,0,7,9,"M","S",26,8,31,59,33597.000000,46,"F","F","F","F","F",0,"F","F","T","F"
15,12.000000,3,11.371333,338,2,15,8,1,53701,0,2,10,"F","S",0,6,25,67,39207.000000,25,"F","T","F","F","T",190,"F","F","F","F"
