claim_id,customer_id,age,gender,incident_cause,days_to_incident,claim_area,police_report,claim_type,claim_amount,total_policy_claims
03227609,60809627,24,Male,Other causes,261,Auto,Yes,Material and injury,47380,1
48744412,03883167,59,Female,Other driver error,1739,Auto,Unknown,Material and injury,39514,1
34409538,83792960,72,Male,Driver error,1715,Auto,No,Material only,1190,1
09612428,53275540,71,Female,Crime,8229,Home,Yes,Material only,2220,1
18973795,92401977,25,Female,Other causes,830,Home,Yes,Injury only,28390,1
91698681,51305881,27,Female,Natural causes,1250,Auto,Unknown,Material only,2650,1
32195217,97835303,73,Male,Driver error,11327,Auto,No,Material only,2863.5,1
94948943,33790664,39,Male,Other causes,3021,Auto,Unknown,Material and injury,45137.5,4
98435750,76287275,24,Female,Driver error,13,Auto,Yes,Material and injury,47380,1
13949155,61762667,65,Male,Natural causes,3344,Auto,Unknown,Material and injury,20850,1
62609448,63028879,48,Male,Other driver error,204,Auto,Unknown,Material and injury,17871,2
52221272,77656754,25,Male,Other driver error,4,Auto,Unknown,Injury only,36121.5,1
76170975,10970863,30,Male,Other causes,249,Auto,No,Material and injury,29450,1
73552517,74081671,70,Male,Driver error,2211,Auto,No,Material only,2940,1
57196586,31860034,43,Female,Crime,1092,Auto,No,Material only,1960,1
66566300,77202137,21,Female,Other causes,3,Auto,No,Material only,3231.5,1
31034051,88952745,78,Male,Driver error,1019,Auto,Unknown,Material and injury,16430,1
29766348,31075868,20,Male,Driver error,5,Auto,No,Material only,2024,1
16722273,23212880,55,Male,Driver error,928,Auto,No,Injury only,20040,1
02955871,31949421,21,Female,Natural causes,17,Auto,No,Material only,2140,1
19870858,30183698,19,Female,Natural causes,6,Auto,No,Material only,2967,1
16713814,39349351,56,Male,Natural causes,4201,Auto,No,Material only,2040,1
41620853,04796754,55,Male,Other causes,2423,Auto,No,Injury only,33010,1
68530495,31392658,35,Female,Other causes,1238,Auto,No,Material only,2310,1
93542412,68290163,56,Female,Other causes,3907,Auto,Unknown,Material only,1260,1
96575714,78917119,78,Male,Driver error,2175,Auto,Unknown,Material and injury,30780,2
05616870,40698596,19,Male,Other causes,5,Auto,Yes,Material and injury,19251,1
62947228,27729027,19,Male,Crime,4,Auto,No,Material only,2460,1
86745714,11123534,48,Male,Other driver error,6824,Home,Yes,Injury only,28014,6
26473981,83620286,68,Male,Other causes,6500,Auto,No,Material and injury,17388,1
92036190,78364855,35,Female,Crime,263,Auto,No,Material only,2170,1
59501532,81715464,49,Female,Other causes,1991,Auto,No,Material only,1450,1
85846538,45465922,52,Male,Other causes,4070,Auto,No,Injury only,19680,1
12157422,55843714,57,Female,Other driver error,6379,Auto,Unknown,Injury only,35890,1
72836823,98937426,21,Female,Crime,257,Auto,Yes,Material and injury,26160,2
64824612,20570033,35,Female,Other driver error,6,Auto,No,Material only,1090,1
36694619,10643114,74,Male,Crime,3415,Auto,No,Injury only,35180,2
85151337,97016891,37,Female,Driver error,1953,Auto,No,Material only,1790,1
90530826,77429277,75,Male,Natural causes,9168,Auto,No,Material only,2250,2
40018159,21060205,72,Male,Driver error,7634,Auto,No,Material only,2770,1
97991383,05932763,50,Male,Other causes,2006,Auto,Unknown,Material and injury,27650,1
61793663,72807431,47,Female,Other causes,1148,Auto,Yes,Material and injury,35213,3
12273394,50161332,67,Female,Other driver error,13716,Auto,Yes,Material and injury,33085.5,6
85977226,72133798,29,Female,Driver error,253,Auto,Unknown,Material and injury,22570,1
82189375,73693705,37,Female,Crime,439,Auto,No,Material only,1357,1
86997871,22038287,30,Male,Other causes,2156,Auto,Unknown,Injury only,24930,1
88726662,29885833,62,Female,Other causes,9937,Auto,Unknown,Material and injury,30400,1
26008192,80835450,45,Male,Other driver error,531,Auto,No,Injury only,32960,1
19396331,08846323,53,Female,Other causes,1221,Auto,No,Material only,1090,1
27284890,22093773,50,Female,Other driver error,1262,Auto,Unknown,Injury only,15190,1
23761160,12921371,24,Female,Other driver error,396,Auto,Yes,Material and injury,22250,1
21863054,78853288,55,Male,Other causes,3973,Auto,Unknown,Material only,2288.5,1
96767601,60747608,32,Female,Driver error,958,Auto,Unknown,Injury only,27750,1
78306525,10201764,63,Female,Driver error,6517,Auto,Yes,Injury only,23460,2
93443614,30795943,25,Male,Driver error,175,Auto,No,Material only,2162,4
39396887,86272866,32,Female,Other causes,7,Auto,Unknown,Injury only,38111,1
39312899,96504529,75,Female,Natural causes,2305,Auto,No,Material only,1180,1
99712994,40452111,42,Female,Natural causes,2443,Auto,No,Material only,2058.5,3
84812084,35907503,63,Male,Natural causes,3993,Auto,No,Material only,2220,1
21422976,11324164,62,Female,Other causes,6849,Auto,Yes,Material and injury,32140,1
04419701,53566035,30,Male,Driver error,1021,Auto,Unknown,Material only,2080,2
01336412,13019368,56,Female,Crime,6612,Auto,No,Material only,1700,2
95014335,50371345,20,Female,Driver error,2,Auto,No,Material only,2590,1
47978935,29304051,36,Female,Other causes,885,Auto,Yes,Material and injury,20570,1
96211780,27045227,76,Female,Other causes,8358,Auto,No,Injury only,32130,1
31873436,14793727,20,Female,Natural causes,4,Auto,No,Material only,2360,1
52916492,78077389,28,Male,Driver error,550,Home,No,Material only,1830,1
10099010,59605864,73,Male,Driver error,6771,Home,No,Material only,1460,1
61429408,68053437,49,Male,Other causes,2417,Home,Yes,Injury only,28520,1
82565213,05113445,77,Male,Crime,3116,Home,No,Material only,1230,1
50822032,37155938,41,Male,Other causes,2307,Auto,Yes,Injury only,30150,1
46642583,99034030,43,Female,Other causes,293,Home,No,Material only,1679,1
69205366,18120098,24,Female,Crime,47,Auto,Unknown,Injury only,25369,4
06952234,82023675,62,Female,Natural causes,4586,Home,No,Material only,1050,1
31784193,55755001,47,Female,Crime,1069,Auto,No,Material only,2530,1
18122551,13573888,42,Male,Natural causes,941,Home,No,Material only,1830,3
41802606,24012712,78,Male,Driver error,6440,Auto,Unknown,Injury only,39732.5,1
46384543,86626631,45,Male,Natural causes,5365,Auto,Yes,Injury only,30850,1
85752193,71064445,51,Female,Other causes,6122,Auto,Unknown,Injury only,15270,1
13086095,91858029,65,Female,Other causes,8024,Auto,No,Material only,3059,3
26100156,91034934,18,Female,Driver error,7,Home,Yes,Material only,2553,1
79996740,24373753,63,Male,Other driver error,1946,Auto,No,Injury only,35530,3
78872667,52653638,55,Female,Natural causes,2481,Auto,No,Material only,2840,1
48794082,97889567,62,Female,Driver error,4477,Auto,No,Material only,2430,1
81143917,58544051,31,Male,Other causes,3157,Auto,Unknown,Material only,2392,3
64318250,37653891,69,Male,Other causes,3198,Auto,No,Material only,1495,6
58575724,67583523,39,Female,Other driver error,975,Auto,No,Material only,1510,1
27142505,11898838,22,Female,Other driver error,251,Auto,Unknown,Material and injury,46092,1
19277687,00383135,39,Male,Natural causes,2158,Auto,No,Material only,1620,1
03003804,36499943,70,Female,Natural causes,5668,Home,No,Material only,2140,3
21932289,76798146,19,Male,Driver error,4,Auto,Yes,Material only,2990,1
27670450,50740898,62,Male,Driver error,3600,Auto,No,Material only,2350,1
29801063,34901868,75,Female,Driver error,4040,Auto,No,Material only,2990,1
41496822,93886277,41,Male,Driver error,2055,Auto,No,Material only,1290,1
75121208,66136571,24,Male,Crime,801,Auto,No,Material only,2080,1
81919763,86747139,43,Female,Crime,3833,Auto,No,Material only,1100,1
41074605,91214592,31,Male,Other causes,1049,Auto,No,Injury only,25970,1
95429504,89118009,47,Male,Natural causes,3873,Auto,No,Material only,2160,1
76129693,01667540,31,Female,Driver error,119,Auto,No,Material only,2058.5,2
28004692,69230359,39,Male,Other driver error,3767,Home,No,Material only,2630,1
34159783,22887492,74,Male,Other causes,7127,Auto,No,Material only,1250,2
62113436,15935015,36,Male,Natural causes,1342,Auto,Yes,Injury only,35450,1
44570489,81736140,65,Female,Driver error,3781,Auto,Unknown,Injury only,21378.5,1
71653500,57710452,45,Female,Other causes,4,Home,Unknown,Injury only,27393,2
37650384,15248324,74,Male,Driver error,12160,Auto,No,Material and injury,25650,3
26680111,83210742,31,Female,Natural causes,107,Auto,No,Material only,2770,1
97942140,12955834,32,Male,Driver error,621,Auto,No,Material only,1540,1
40828431,07507154,35,Male,Other causes,2658,Auto,No,Injury only,26590,1
37518636,12257082,49,Female,Natural causes,2033,Auto,No,Material only,2770,1
83976886,88651015,52,Female,Other causes,3758,Home,Unknown,Material only,1426,1
74995781,91249838,69,Female,Other causes,7744,Auto,Yes,Material and injury,32430,1
33747884,97408331,73,Female,Other driver error,2007,Auto,Unknown,Material only,1400,1
62914951,01183269,27,Male,Other causes,245,Auto,Unknown,Injury only,31950,1
12697575,33993747,77,Male,Driver error,3944,Auto,No,Material and injury,25430,2
98814253,09806447,58,Female,Other driver error,581,Auto,No,Material only,2450,1
19121916,39911769,74,Female,Natural causes,9153,Auto,Yes,Material and injury,24140,3
51703952,39433369,19,Male,Driver error,2,Auto,No,Material only,1322.5,1
30196580,71700213,19,Female,Driver error,8,Auto,No,Material only,1173,7
25986105,15806026,67,Female,Other driver error,258,Home,No,Material only,2909.5,1
54654323,20001394,23,Male,Driver error,3,Auto,No,Material only,1240,1
53838637,01057651,48,Male,Natural causes,1651,Auto,No,Material only,1900,1
13693015,51511405,24,Female,Driver error,130,Auto,No,Material only,1250,1
94653072,20444502,50,Female,Other causes,6500,Auto,Yes,Material and injury,39470,1
53509810,41109756,55,Female,Other driver error,7426,Auto,No,Injury only,31860,1
25102529,46239062,34,Male,Natural causes,2255,Auto,No,Material only,2340,1
12891754,85011886,60,Male,Other causes,7140,Auto,No,Material only,1280,1
65160594,34427070,68,Male,Natural causes,7506,Auto,No,Material only,2090,1
18600816,39467199,48,Female,Crime,1608,Auto,No,Material only,1060,1
93728071,64222917,66,Female,Other driver error,1178,Auto,No,Material only,2600,3
57968215,32914686,45,Female,Other driver error,2938,Home,No,Material only,1334,1
23284812,69188835,27,Female,Other causes,236,Auto,No,Material only,1570,3
11530092,99927815,68,Female,Natural causes,5007,Auto,No,Material only,2620,1
04150765,15685868,76,Male,Driver error,9606,Auto,No,Material only,2480,1
63771672,52142632,34,Male,Other causes,3669,Auto,Yes,Material only,2679.5,1
94467636,56476553,42,Male,Driver error,2118,Auto,No,Material only,2300,1
78589504,59772632,29,Female,Other driver error,798,Auto,Yes,Injury only,29910,1
56422908,92409765,46,Male,Natural causes,4927,Auto,No,Material only,1990,1
28894745,02031356,40,Male,Driver error,3213,Auto,Yes,Material and injury,21820,1
51291314,29791563,28,Male,Other driver error,1152,Auto,Yes,Material and injury,29070,1
40798312,75476011,45,Male,Other driver error,1654,Auto,No,Material only,1820,1
54660654,27413019,77,Male,Driver error,8369,Auto,No,Injury only,19067,1
83228271,90997253,54,Female,Crime,4178,Auto,No,Material only,1130,1
81183129,40405409,66,Male,Driver error,9954,Auto,No,Material only,1710,1
80292771,91745243,77,Male,Driver error,1742,Auto,Unknown,Material and injury,26806.5,1
89967739,03222400,54,Female,Natural causes,3851,Auto,No,Material only,2810,1
21433352,83341516,20,Male,Natural causes,8,Auto,No,Material only,2100,1
14262533,52458891,50,Female,Crime,1302,Auto,No,Material only,2910,1
59264446,91767935,36,Male,Other causes,1218,Auto,Unknown,Injury only,28700,1
20816674,54255998,28,Female,Driver error,267,Auto,No,Material and injury,14040,1
73926994,59198953,38,Male,Other causes,321,Auto,Unknown,Material only,2970,2
93180209,44438873,27,Male,Other causes,8,Auto,No,Material only,1426,1
76952861,05076980,61,Male,Other driver error,2643,Home,No,Injury only,43746,4
26373158,46264852,60,Male,Natural causes,5214,Auto,No,Material only,1110,1
19625547,15931504,61,Male,Other causes,813,Home,No,Material only,2950,1
56469579,37776867,33,Male,Other causes,1191,Auto,No,Material only,2800,1
23638820,18562293,26,Male,Crime,230,Auto,No,Material only,2260,1
96967365,52839588,30,Male,Crime,718,Auto,Unknown,Material only,3438.5,1
06003853,77917139,79,Female,Other causes,3140,Auto,Yes,Material and injury,27870,1
28599322,32628636,54,Female,Other causes,2435,Auto,No,Material only,1780,1
36563047,13271022,73,Female,Other driver error,1223,Auto,No,Material only,2440,3
80708517,56953721,75,Male,Driver error,7622,Auto,No,Injury only,18791,1
95440182,52217515,70,Male,Driver error,1555,Auto,No,Material only,1420,1
38935759,50986239,60,Female,Other causes,10672,Auto,No,Material only,1810,1
10209481,61550362,60,Male,Driver error,4058,Auto,No,Injury only,33522.5,1
55517148,75867172,64,Female,Other driver error,3306,Auto,Unknown,Injury only,36080,2
83837136,65953997,79,Male,Driver error,8317,Auto,Unknown,Material only,2090,1
05426009,85921452,29,Female,Other causes,990,Auto,Unknown,Material only,2190,3
61863138,61495196,37,Female,Other causes,2140,Auto,Unknown,Material only,1644.5,1
69616390,62036363,58,Female,Crime,3832,Auto,No,Material only,2970,1
39275043,27157162,20,Male,Crime,4,Auto,Unknown,Material only,1276.5,1
31612368,94030824,78,Female,Other driver error,1172,Auto,No,Material only,3438.5,1
91631503,01855550,29,Male,Natural causes,2,Auto,Yes,Material and injury,28000,2
97381204,03511312,58,Female,Other causes,5507,Auto,Unknown,Material only,1790,1
70316359,74741441,69,Female,Driver error,5146,Auto,Unknown,Material only,1360,1
47389209,70608746,26,Female,Other driver error,1264,Auto,No,Material only,1200,1
94631528,99260126,53,Female,Other causes,7263,Auto,Yes,Material and injury,31020,1
01167518,40472324,59,Female,Natural causes,6593,Auto,Yes,Injury only,35670,1
97829442,69023377,72,Female,Other causes,3049,Auto,No,Material only,2050,1
09951164,43135934,40,Female,Natural causes,3194,Auto,Unknown,Injury only,38150,1
65821987,50878476,64,Female,Crime,4294,Auto,No,Material only,1870,1
32247788,00382279,28,Female,Other causes,615,Auto,Unknown,Material and injury,38065,1
55037499,67337226,21,Female,Driver error,64,Auto,No,Material and injury,39790,1
86076761,81472403,64,Male,Driver error,4939,Auto,No,Material only,1828.5,1
99966169,58175349,23,Female,Other driver error,6,Auto,No,Injury only,26783.5,1
71219746,22844353,55,Male,Crime,4457,Auto,No,Material only,1260,1
14106912,48943610,64,Male,Driver error,5085,Auto,No,Material only,1250,2
01096709,41142406,50,Female,Natural causes,455,Auto,No,Material only,1656,1
37914955,33489017,72,Male,Driver error,3802,Auto,No,Material only,1690,1
47021509,02379171,55,Female,Other causes,2574,Auto,No,Material only,2040,1
26757959,65583276,29,Female,Crime,1370,Auto,Unknown,Material only,2670,1
09000979,65253759,43,Male,Other causes,1940,Auto,No,Material only,1410,2
06317144,12993574,19,Female,Crime,7,Auto,No,Material only,2050,2
00040972,96171752,72,Male,Other causes,6197,Auto,Unknown,Injury only,17220,1
51212711,89855063,44,Female,Other causes,6336,Auto,Unknown,Material only,2320,2
01681359,07402089,70,Male,Other causes,1428,Auto,No,Material only,2668,3
96832220,17560935,56,Female,Natural causes,3430,Auto,No,Material only,1495,3
91355655,22654376,50,Male,Natural causes,4957,Auto,No,Material only,1472,1
80465113,90060157,50,Male,Other causes,851,Auto,Unknown,Injury only,14150,1
54843353,93527864,21,Female,Driver error,84,Auto,Unknown,Material and injury,29020,1
73723313,81949658,28,Male,Driver error,8,Auto,Unknown,Material only,2150.5,1
42498599,36047447,28,Male,Crime,834,Auto,Unknown,Material only,1560,1
78912832,67565489,18,Male,Driver error,4,Home,Unknown,Injury only,27588.5,1
74515971,04221546,45,Female,Other causes,1379,Auto,Yes,Material only,2600,1
94356425,23335781,50,Female,Other driver error,3383,Auto,Yes,Injury only,26410,1
66498209,92120448,37,Male,Driver error,4,Auto,Yes,Material only,1220,4
68782700,25348861,59,Female,Other driver error,5211,Auto,Yes,Material and injury,33540,1
30353129,20704200,21,Male,Driver error,13,Auto,No,Material only,2190,1
53951018,14384347,38,Female,Other driver error,2305,Auto,No,Material and injury,14770,1
12730671,57576348,65,Male,Natural causes,10746,Auto,Unknown,Material only,1290,1
67969707,39129905,29,Male,Crime,935,Auto,No,Material only,1817,2
52575666,73283267,67,Male,Other causes,4219,Auto,No,Material only,2254,1
77925368,54083194,58,Female,Other causes,2458,Auto,Yes,Material and injury,17300,1
42338326,28650307,22,Female,Other causes,286,Auto,Unknown,Injury only,16820,1
66471038,55733494,50,Male,Driver error,168,Auto,No,Material only,2070,4
82405111,63336032,27,Female,Driver error,112,Auto,No,Material only,2190,1
54599104,24443886,55,Female,Natural causes,4327,Auto,No,Material only,3174,4
84158254,16127897,41,Male,Driver error,3460,Auto,Unknown,Material only,1530,1
37156887,85029713,76,Male,Driver error,5145,Auto,No,Material only,1500,4
49000463,64719532,39,Male,Driver error,1582,Auto,Yes,Injury only,14280,1
13157724,92933088,62,Female,Other causes,2468,Auto,Unknown,Material and injury,27990,3
52533137,95795566,28,Female,Other causes,1455,Auto,Unknown,Injury only,33540,1
50256733,54397178,39,Male,Natural causes,3854,Auto,Yes,Material only,2730,1
74513997,76173837,33,Female,Driver error,3235,Auto,No,Material only,2850,1
14449425,68075720,56,Male,Natural causes,1081,Auto,Unknown,Injury only,38790,1
98561949,95192791,66,Female,Driver error,707,Auto,No,Injury only,26130,1
02444370,00701635,73,Female,Other driver error,6661,Auto,No,Material only,1450,2
60042893,58426607,25,Male,Natural causes,6,Auto,No,Material only,1840,4
72326863,70716287,37,Female,Other causes,1328,Auto,No,Material and injury,39540,1
92654372,53191348,32,Female,Other causes,629,Auto,No,Material only,2850,1
30778402,46344390,18,Female,Driver error,6,Auto,Yes,Material only,2346,1
32803608,88807301,38,Female,Other causes,2462,Auto,Unknown,Material only,2740,1
69122034,12674307,31,Male,Driver error,1441,Auto,No,Material and injury,43240,1
22531633,34374243,71,Male,Driver error,7155,Auto,No,Material only,1620,1
24139163,30323453,54,Male,Natural causes,8628,Auto,Unknown,Material only,1610,1
36046504,23678693,38,Male,Natural causes,1471,Auto,No,Material and injury,25357.5,1
21520869,10339536,19,Male,Driver error,2,Auto,No,Material only,1771,1
23487557,54234775,65,Female,Other driver error,5177,Auto,Unknown,Material only,2540,1
98914704,92987977,58,Female,Natural causes,2420,Auto,No,Material only,1550,1
58223636,23963322,47,Female,Natural causes,434,Auto,Unknown,Injury only,24180,1
90678459,26063054,28,Male,Other driver error,289,Auto,No,Material only,2714,1
50450164,82239071,73,Female,Other driver error,5388,Home,Unknown,Material only,3197,1
82075998,74940571,64,Male,Driver error,10108,Auto,No,Material and injury,34520,1
46042908,12601820,71,Male,Crime,1345,Auto,No,Material only,1210,1
84187305,06902255,64,Female,Crime,9407,Auto,No,Material only,1322.5,1
11927269,52057105,63,Female,Natural causes,4646,Auto,No,Material only,2173.5,1
10298774,49985742,66,Female,Other driver error,2388,Auto,No,Injury only,37740,1
01239957,42811394,63,Female,Other causes,743,Auto,Unknown,Injury only,30790,2
51569807,26422466,32,Male,Other causes,367,Auto,Unknown,Material only,2403.5,1
82251843,90265558,34,Male,Driver error,1528,Auto,Yes,Material and injury,40600,1
47953623,94932034,33,Female,Other driver error,1322,Home,No,Material and injury,31430,2
43314248,97535483,61,Male,Driver error,2760,Auto,Unknown,Material only,2750,2
12226467,11114999,75,Male,Driver error,11966,Auto,Yes,Injury only,21820,1
84809349,69745229,77,Male,Natural causes,2907,Auto,No,Material only,2470,1
57628662,35107064,19,Male,Driver error,8,Home,Yes,Material only,1575.5,6
56798311,25280342,38,Female,Natural causes,1991,Home,No,Material only,1414.5,2
83066971,67501389,53,Female,Other causes,836,Auto,No,Material and injury,27531,4
20746090,81321698,24,Female,Driver error,29,Auto,Unknown,Material only,3139.5,1
67816204,86326167,50,Female,Other causes,7952,Auto,No,Material only,1110,1
55228481,51148463,76,Male,Other causes,4845,Home,No,Material and injury,28750,2
80363022,50258867,76,Male,Driver error,7253,Home,No,Injury only,22830,1
65256894,32796598,49,Female,Crime,3433,Auto,Yes,Material only,2510,1
56674756,33584518,27,Male,Driver error,167,Auto,No,Material and injury,28899.5,4
98061155,85060580,44,Male,Crime,2381,Auto,Unknown,Injury only,30870,1
57192719,03214766,61,Male,Crime,10,Auto,No,Material only,3254.5,2
94544278,88531258,44,Female,Other causes,6015,Auto,Unknown,Material and injury,37680,1
85342369,99371051,70,Female,Other driver error,617,Auto,Yes,Material and injury,47069.5,5
65056774,75481947,25,Female,Natural causes,472,Auto,Unknown,Material only,2400,1
70680582,03016537,37,Male,Natural causes,3082,Auto,No,Injury only,24820,1
94114048,94988747,78,Female,Other driver error,1961,Auto,Yes,Material and injury,17350,2
13478105,48290439,63,Male,Other causes,3865,Auto,Yes,Material and injury,23260,1
35932757,34489508,36,Female,Crime,1060,Auto,No,Material only,1150,1
41077183,60293075,40,Female,Natural causes,477,Auto,Unknown,Material only,2150,1
73725828,11399277,43,Female,Other causes,3011,Auto,No,Material only,2250,1
25153831,30634483,73,Female,Crime,6053,Auto,No,Material only,1340,1
87954499,26240262,22,Female,Other causes,702,Auto,Unknown,Material and injury,30850,1
86619309,23414209,36,Male,Other driver error,1691,Auto,Yes,Injury only,35830,1
50089186,01051741,27,Female,Other causes,353,Home,Yes,Injury only,35930,3
11185247,59039868,43,Female,Crime,1554,Home,No,Material only,2310,1
68884662,38491664,63,Male,Other causes,7570,Auto,Unknown,Material and injury,23170,1
64414447,66287540,42,Male,Other causes,4703,Auto,No,Material only,1440,5
73283056,86096719,49,Male,Other driver error,3574,Auto,Unknown,Material and injury,30130,1
42113571,88091936,65,Male,Other driver error,9814,Auto,No,Injury only,15480,1
39891954,79639210,43,Male,Other driver error,1568,Auto,Yes,Material only,2060,1
99780471,21114224,71,Male,Driver error,5194,Auto,Unknown,Material and injury,46494.5,1
10986594,79496061,40,Female,Other driver error,1253,Auto,No,Material only,1207.5,8
98803210,39694832,57,Male,Other causes,1463,Auto,Yes,Material and injury,20493,1
83606046,39229410,52,Female,Crime,3683,Auto,No,Material only,1280,1
93662298,73747251,57,Female,Natural causes,1125,Home,No,Injury only,24580,1
99909192,51008708,29,Male,Other causes,88,Auto,No,Material only,3243,4
99538978,82998509,31,Male,Natural causes,8,Auto,No,Material only,1460,1
62488702,33793236,45,Male,Other driver error,1801,Auto,No,Material only,2890,1
35861004,16095943,41,Male,Driver error,858,Auto,Unknown,Material only,3381,1
21788033,47969872,35,Male,Natural causes,720,Auto,Unknown,Material only,2950,1
59475108,18313219,78,Male,Driver error,3045,Auto,Unknown,Material only,3392.5,1
27607400,27120690,75,Male,Other causes,6385,Auto,Unknown,Material only,2620,1
30679386,02548015,23,Female,Other causes,342,Auto,Unknown,Injury only,38295,1
66123919,50950004,37,Female,Other causes,3,Auto,No,Material only,2470,1
09052832,66116906,57,Male,Other driver error,9333,Auto,No,Material only,1310,1
84565338,42005855,26,Female,Natural causes,805,Auto,No,Material only,2484,4
16204042,46807023,37,Female,Natural causes,0,Auto,Yes,Injury only,29888.5,1
48236772,97304597,19,Female,Crime,6,Home,Unknown,Material only,1660,1
66564173,07973106,56,Male,Other causes,4549,Auto,No,Material only,1702,4
31144224,93660304,23,Female,Natural causes,430,Auto,Unknown,Material only,1863,3
42090026,35651638,70,Female,Other driver error,3864,Auto,Yes,Material and injury,28324.5,5
98702521,56109844,28,Male,Other causes,1163,Auto,No,Injury only,35980,1
79212013,78131732,22,Female,Other causes,582,Auto,No,Material only,1130,1
52664919,66267410,53,Female,Natural causes,3883,Auto,Yes,Injury only,34110,1
34829484,70302657,37,Male,Driver error,78,Home,No,Material only,1310,1
44352679,22717844,48,Female,Crime,227,Auto,Unknown,Material only,2392,3
97132044,47990810,51,Male,Natural causes,1478,Auto,No,Material only,1910,1
12511823,09978282,43,Male,Other driver error,4670,Home,No,Injury only,30760,1
79930143,09688127,42,Female,Crime,2701,Auto,No,Material only,1410,2
08552674,30482816,19,Male,Other causes,8,Auto,No,Material only,2679.5,1
98544238,76705528,34,Male,Driver error,2669,Auto,Unknown,Material and injury,24620,1
76770596,01270631,20,Female,Other driver error,7,Auto,Unknown,Material and injury,45862,1
57390883,90867520,44,Male,Natural causes,1250,Auto,No,Material only,2520,1
08029259,96044993,51,Female,Driver error,1535,Auto,No,Material only,2510,1
50728569,72729699,61,Male,Natural causes,4095,Auto,Unknown,Material and injury,38570,1
09828164,67931941,74,Male,Driver error,9790,Auto,Yes,Injury only,35510,1
99731300,25350742,41,Male,Driver error,2688,Auto,No,Material only,1240,1
18901267,54516587,39,Male,Driver error,2895,Auto,No,Material only,1460.5,1
62654290,71887648,59,Female,Driver error,640,Auto,No,Material only,1850,1
26407672,91979619,23,Female,Other driver error,784,Home,Unknown,Material only,1880,1
58585293,47788049,40,Female,Other causes,5425,Home,Unknown,Material and injury,23200,1
42385290,03052336,76,Male,Driver error,7916,Auto,No,Material and injury,23600,3
88316658,26721954,57,Female,Natural causes,1949,Auto,No,Material only,1253.5,4
18728869,05056735,60,Male,Natural causes,3218,Auto,No,Material only,3036,1
09355984,04864495,22,Male,Driver error,282,Auto,No,Material only,1030,1
24544793,65881134,54,Male,Driver error,1733,Auto,Unknown,Material only,2740,1
41558898,01539217,22,Male,Driver error,268,Auto,Unknown,Injury only,16019.5,3
22463478,72071908,33,Female,Natural causes,534,Auto,Unknown,Material only,1280,1
16524106,07213189,43,Male,Other driver error,1753,Auto,Unknown,Injury only,22710,1
03895313,69786289,30,Female,Natural causes,1973,Auto,No,Material only,2960,1
62292093,04911521,28,Male,Driver error,749,Auto,Yes,Material and injury,48001,3
21628324,33475358,25,Female,Other causes,239,Auto,No,Material only,1990,3
90126024,89192368,43,Female,Driver error,1322,Auto,Unknown,Material only,2870,1
91405740,45121447,42,Male,Driver error,2195,Auto,Unknown,Material only,2530,1
25692136,26165981,79,Male,Driver error,3404,Auto,No,Injury only,21890,1
28048430,40888063,30,Female,Other causes,220,Auto,No,Material and injury,15130,1
75403844,09951006,51,Male,Other causes,2818,Auto,No,Material and injury,19560,1
75209762,17306079,74,Male,Driver error,7037,Auto,No,Material only,1870,1
20965859,80929122,66,Female,Other causes,2670,Auto,Yes,Material and injury,39960,1
77246047,16188437,35,Female,Natural causes,3306,Auto,No,Injury only,24730,1
03017411,22857491,34,Female,Other driver error,3701,Auto,No,Material only,2880,4
46056251,15769908,39,Male,Natural causes,2818,Auto,No,Material and injury,23000,1
20272265,51625585,77,Female,Other driver error,10842,Auto,No,Material and injury,23920,1
53321492,16317545,79,Male,Other driver error,5704,Auto,Yes,Material and injury,27580,1
31646123,20722566,33,Female,Other causes,1601,Auto,Yes,Material and injury,40360,2
92005506,13690998,74,Female,Driver error,1728,Auto,No,Material and injury,28290,3
57647505,31266579,19,Male,Driver error,4,Auto,Unknown,Material only,1320,3
70866480,08252387,58,Female,Other causes,1072,Auto,No,Injury only,19320,1
91057574,82818339,27,Female,Other driver error,25,Auto,No,Material only,1630,1
18404129,15488351,64,Female,Other driver error,1396,Auto,No,Material only,1510,3
59754154,09269615,20,Male,Driver error,4,Auto,Unknown,Material and injury,29900,1
88211963,45463254,64,Male,Other causes,5774,Auto,Unknown,Material and injury,23750,1
26966260,14581612,56,Male,Other driver error,2697,Auto,Unknown,Injury only,28420,2
84746809,07850983,36,Male,Driver error,517,Auto,No,Material only,1966.5,1
30430032,27360297,67,Female,Driver error,7025,Auto,Unknown,Material only,1130,3
37830368,56564639,22,Female,Driver error,599,Auto,No,Material only,1920.5,5
95561970,42691068,45,Female,Natural causes,2452,Auto,No,Material only,1140,1
65199750,91537677,67,Male,Natural causes,9027,Home,Yes,Material only,1150,1
42603859,81027106,56,Male,Other driver error,2697,Auto,Unknown,Material and injury,21770,1
31258300,92309530,39,Female,Other driver error,572,Auto,Unknown,Material and injury,23460,6
09367978,45130661,24,Female,Crime,459,Auto,No,Material only,2967,3
79918360,86984815,37,Female,Other driver error,2258,Auto,No,Material and injury,35440,1
31881325,89292778,61,Male,Crime,1750,Auto,No,Material only,2110,3
57057636,90342574,22,Female,Crime,129,Auto,No,Material only,3381,4
58452079,22323075,41,Male,Driver error,4257,Auto,No,Material only,2340,4
31585037,00961332,61,Female,Other causes,7204,Auto,No,Material only,1340,1
